num;t;r;R;L
1034;0.043496847;1.009412979;6.030022652;-4.990728017
1035;0.043350732;1.009337051;6.024980529;-4.99079765
1036;0.043276964;1.009298906;6.022493873;-4.990830726
1037;0.043057587;1.009185744;6.015109954;-4.990929302
1038;0.042837456;1.009073018;6.007704378;-4.991028778
1039;0.042616564;1.00896073;6.000276757;-4.991129165
1040;0.042394903;1.008848885;5.992826698;-4.991230471
1041;0.042172465;1.008737489;5.985353798;-4.991332707
1042;0.042155659;1.008729136;5.984788402;-4.991340471
1043;0.041950756;1.008627356;5.978068733;-4.991429149
1044;0.041728476;1.008517701;5.970783634;-4.991525844
1045;0.041505438;1.008408495;5.963477207;-4.991623407
1046;0.041281635;1.008299743;5.956149074;-4.991721846
1047;0.04105706;1.00819145;5.948798853;-4.99182117
1048;0.040927555;1.008129483;5.944558426;-4.991878752
1049;0.040832247;1.008084084;5.941511227;-4.991918476
1050;0.040607841;1.007977537;5.934346048;-4.99201224
1051;0.040382683;1.00787145;5.927160258;-4.992106828
1052;0.040156764;1.007765827;5.919953499;-4.99220225
1053;0.039930077;1.007660672;5.912725405;-4.992298513
1054;0.039702615;1.007555991;5.905475604;-4.992395626
1055;0.039665431;1.007539015;5.904288995;-4.992411581
1056;0.039475726;1.007452521;5.89838651;-4.992487596
1057;0.039248473;1.007349587;5.891320764;-4.992579065
1058;0.039020464;1.007247127;5.884234784;-4.992671324
1059;0.038791693;1.007145145;5.877128223;-4.992764381
1060;0.038562151;1.007043645;5.870000726;-4.992858243
1061;0.038368188;1.006958579;5.863978555;-4.992937969
1062;0.038332009;1.006942822;5.862880824;-4.99295187
1063;0.038102685;1.006843074;5.855934394;-4.993040082
1064;0.037872611;1.00674381;5.848968465;-4.99312904
1065;0.037641781;1.006645033;5.841982705;-4.993218753
1066;0.037410185;1.006546748;5.834976779;-4.993309226
1067;0.037177818;1.00644896;5.827950344;-4.993400469
1068;0.037034839;1.006389298;5.82362535;-4.993456891
1069;0.036945185;1.006352084;5.820977313;-4.993489855
1070;0.03671307;1.006256048;5.814130577;-4.993575382
1071;0.036480204;1.006160508;5.807264756;-4.993661619
1072;0.03624658;1.00606547;5.800379532;-4.993748573
1073;0.03601219;1.005970937;5.793474579;-4.993836252
1074;0.035777028;1.005876914;5.786549568;-4.993924662
1075;0.035664289;1.005832235;5.783227647;-4.993967251
1076;0.035541847;1.005783915;5.779706618;-4.994010212
1077;0.035306969;1.005691644;5.772959792;-4.99409285
1078;0.035071339;1.005599882;5.766194316;-4.994176161
1079;0.034834951;1.005508634;5.759409884;-4.994260152
1080;0.034597797;1.005417905;5.752606184;-4.99434483
1081;0.034359871;1.0053277;5.745782896;-4.994430201
1082;0.034255361;1.005288438;5.742783707;-4.994467876
1083;0.034122018;1.005238546;5.739049799;-4.99451239
1084;0.033884405;1.005150091;5.732403021;-4.99459194
1085;0.033646042;1.005062157;5.725738049;-4.994672126
1086;0.03340692;1.00497475;5.719054586;-4.994752955
1087;0.033167033;1.004887875;5.712352331;-4.994834432
1088;0.032926374;1.004801536;5.70563098;-4.994916563
1089;0.032806879;1.004759073;5.702291704;-4.994957532
1090;0.032685694;1.004716214;5.698986789;-4.994995895
1091;0.032445377;1.004631623;5.692440115;-4.995072165
1092;0.032204309;1.004547566;5.685875715;-4.995149034
1093;0.031962484;1.004464049;5.679293307;-4.995226508
1094;0.031719895;1.004381075;5.6726926;-4.995304591
1095;0.031476535;1.004298651;5.666073301;-4.995383289
1096;0.031317624;1.004245361;5.661749761;-4.995434912
1097;0.031232889;1.004217131;5.659498838;-4.995460254
1098;0.030989896;1.004136452;5.653052238;-4.99553306
1099;0.030746154;1.00405632;5.646588397;-4.995606426
1100;0.030501657;1.003976738;5.640107041;-4.995680358
1101;0.030256397;1.003897712;5.633607893;-4.99575486
1102;0.030010368;1.003819247;5.627090672;-4.995829939
1103;0.02978629;1.003748521;5.621155981;-4.99589863
1104;0.029763676;1.003741452;5.620570759;-4.995904992
1105;0.029518038;1.003664731;5.614224136;-4.995974154
1106;0.029271652;1.003588567;5.607860766;-4.996043838
1107;0.029024513;1.003512965;5.601480386;-4.996114049
1108;0.028776614;1.00343793;5.595082732;-4.996184792
1109;0.028527948;1.003363467;5.588667534;-4.996256072
1110;0.028278509;1.003289582;5.582234519;-4.996327893
1111;0.028211641;1.003269993;5.580508346;-4.996347227
1112;0.028029584;1.003216817;5.57592564;-4.996395201
1113;0.027780584;1.003144666;5.569662514;-4.996461032
1114;0.027530834;1.003073087;5.563382892;-4.996527351
1115;0.027280326;1.003002086;5.557086522;-4.996594163
1116;0.027029054;1.002931668;5.550773145;-4.996661472
1117;0.026777012;1.002861839;5.544442499;-4.996729283
1118;0.026592398;1.002811281;5.539804786;-4.996779164
1119;0.026524581;1.002792868;5.538141212;-4.996795803
1120;0.026272995;1.00272477;5.531978028;-4.996857616
1121;0.026020663;1.002657256;5.525798868;-4.996919879
1122;0.025767576;1.00259033;5.519603491;-4.996982595
1123;0.02551373;1.002523997;5.51339165;-4.997045769
1124;0.025259116;1.002458263;5.507163096;-4.997109405
1125;0.025003729;1.002393132;5.500917575;-4.997173507
1126;0.024927153;1.002373845;5.499043244;-4.997192804
1127;0.024748828;1.002329099;5.494786892;-4.997233294
1128;0.024493942;1.002265689;5.4887078;-4.997291343
1129;0.024238307;1.002202877;5.482613025;-4.997349807
1130;0.023981915;1.002140669;5.476502333;-4.997408689
1131;0.023724761;1.002079068;5.470375486;-4.997467993
1132;0.023466838;1.002018081;5.464232241;-4.997527723
1133;0.023214418;1.001959179;5.458221622;-4.997586422
1134;0.023208171;1.00195774;5.458076269;-4.997587725
1135;0.022950761;1.001898473;5.452096783;-4.99764141
1136;0.022692607;1.001839813;5.44610215;-4.997695472
1137;0.022433701;1.001781765;5.440092149;-4.997749912
1138;0.022174037;1.001724335;5.434066551;-4.997804735
1139;0.021913609;1.001667528;5.428025129;-4.997859945
1140;0.02165241;1.001611348;5.421967647;-4.997915543
1141;0.021452788;1.001569023;5.417337713;-4.997958203
1142;0.021390793;1.001556024;5.415933708;-4.997969967
1143;0.021130147;1.001501553;5.41003861;-4.998019484
1144;0.020868754;1.001447704;5.40412869;-4.998069342
1145;0.020606608;1.00139448;5.398203733;-4.998119543
1146;0.020343704;1.001341889;5.39226352;-4.998170091
1147;0.020080035;1.001289933;5.386307829;-4.998220987
1148;0.019815593;1.00123862;5.380336436;-4.998272237
1149;0.019640842;1.001205237;5.376389253;-4.998306234
1150;0.019550928;1.00118824;5.374406849;-4.998321593
1151;0.019287075;1.001138624;5.368596324;-4.998366734
1152;0.019022476;1.001089643;5.362771317;-4.998412179
1153;0.018757123;1.001041301;5.356931621;-4.998457932
1154;0.018491012;1.000993604;5.351077025;-4.998503994
1155;0.018224135;1.000946557;5.345207317;-4.998550369
1156;0.017956486;1.000900166;5.339322278;-4.998597059
1157;0.017776968;1.000869583;5.335374004;-4.998628493
1158;0.017688605;1.000854705;5.333477048;-4.998641896
1159;0.017421578;1.00081;5.327751215;-4.998682459
1160;0.017153804;1.000765942;5.322011254;-4.99872329
1161;0.016885278;1.000722536;5.316256967;-4.998764393
1162;0.016615993;1.000679788;5.31048815;-4.998805768
1163;0.016345943;1.000637703;5.304704599;-4.998847419
1164;0.016075122;1.000596287;5.298906106;-4.998889348
1165;0.015859523;1.000563946;5.294289671;-4.998922852
1166;0.01580385;1.000555724;5.293125701;-4.99893022
1167;0.015533681;1.000515982;5.28748461;-4.998966012
1168;0.015262766;1.0004769;5.281829757;-4.999002037
1169;0.014991099;1.000438483;5.276160952;-4.999038296
1170;0.014718675;1.000400735;5.270478;-4.999074791
1171;0.014445487;1.000363663;5.264780705;-4.999111526
1172;0.014171528;1.000327272;5.259068868;-4.9991485
1173;0.013896793;1.000291568;5.253342285;-4.999185717
1174;0.013886809;1.000290299;5.253133914;-4.999187074
1175;0.013623408;1.000256854;5.247778134;-4.999216799
1176;0.013349385;1.000222798;5.242208377;-4.999247831
1177;0.013074611;1.000189418;5.236625052;-4.999279062
1178;0.012799082;1.000156721;5.231027974;-4.999310493
1179;0.012522791;1.00012471;5.225416955;-4.999342125
1180;0.012245731;1.000093392;5.219791802;-4.99937396
1181;0.011967897;1.000062772;5.214152322;-4.999406
1182;0.011857223;1.000050888;5.211904322;-4.999418807
1183;0.011690467;1.000033172;5.20860102;-4.999434336
1184;0.011413367;1.000004192;5.203116222;-4.9994602
1185;0.011135519;0.999975899;5.19761825;-4.999486226
1186;0.010856918;0.999948299;5.192106925;-4.999512416
1187;0.010577557;0.999921398;5.186582067;-4.99953877
1188;0.01029743;0.9998952;5.181043493;-4.99956529
1189;0.010016531;0.999869711;5.175491019;-4.999591977
1190;0.009769007;0.999847941;5.17059848;-4.999615576
1191;0.009735052;0.999845039;5.169943091;-4.999618062
1192;0.009454908;0.999821181;5.164543071;-4.99963859
1193;0.009174019;0.999798021;5.159130276;-4.999659243
1194;0.008892379;0.999775564;5.153704536;-4.999680023
1195;0.008609983;0.999753816;5.148265679;-4.999700932
1196;0.008326823;0.999732782;5.142813529;-4.999721969
1197;0.008042896;0.999712469;5.13734791;-4.999743137
1198;0.007758193;0.99969288;5.131868642;-4.999764436
1199;0.007620331;0.999683774;5.129213956;-4.999774784
1200;0.007473728;0.999674286;5.126460315;-4.999782578
1201;0.007189829;0.999656304;5.121132404;-4.999797699
1202;0.006905183;0.999639036;5.115791961;-4.999812911
1203;0.006619783;0.999622485;5.110438819;-4.999828215
1204;0.006333625;0.999606659;5.105072812;-4.999843613
1205;0.006046701;0.999591563;5.099693772;-4.999859103
1206;0.005759007;0.999577202;5.094301527;-4.999874688
1207;0.005470536;0.999563582;5.088895904;-4.999890367
1208;0.005409351;0.999560859;5.087748284;-4.999893704
1209;0.005183033;0.999550918;5.083610756;-4.999901154
1210;0.004895411;0.99953888;5.078355256;-4.999910648
1211;0.004607041;0.999527569;5.073087481;-4.999920198
1212;0.004317916;0.999516992;5.06780727;-4.999929805
1213;0.004028031;0.999507153;5.062514464;-4.999939469
1214;0.003737379;0.99949806;5.0572089;-4.999949191
1215;0.003445955;0.999489716;5.051890413;-4.999958971
1216;0.003153753;0.999482129;5.046558835;-4.999968809
1217;0.003134054;0.99948167;5.046198994;-4.999969474
1218;0.002862979;0.999475404;5.041374104;-4.999972865
1219;0.002571669;0.999469374;5.036190856;-4.999976519
1220;0.00227961;0.999464086;5.030995599;-4.999980195
1221;0.001986795;0.999459545;5.025788181;-4.999983893
1222;0.001693218;0.999455757;5.020568446;-4.999987612
1223;0.001398875;0.999452728;5.015336239;-4.999991353
1224;0.001103758;0.999450464;5.010091399;-4.999995116
1225;0.000807863;0.99944897;5.004833766;-4.999998901
1226;0.000792704;0.999448933;5.004564097;-4.999999096
1227;0.000512451;0.999448294;5.002950706;-4.999999415
1228;0.000216869;0.999447858;5.001248897;-4.999999752
1229;0;0.999447722;5;-5
